date,start time,end time,mouse ID,level,go\no-go,stim index,stim name,score,licks_time
2025-08-10,09:43:35.055158,09:43:38.805941,000799EB9B,L1,no-go,3,14KHZ.npz,cr,[]
2025-08-10,09:43:59.679404,09:44:03.343057,000799EB9B,L1,go,2,7KHZ.npz,miss,[]
2025-08-10,09:44:07.773673,09:44:11.363920,000799EB9B,L1,no-go,3,14KHZ.npz,cr,[]
2025-08-10,09:44:23.228283,09:44:30.792266,000799EB9B,L1,no-go,3,14KHZ.npz,fa,"['09:44:23.255112', '09:44:23.425271', '09:44:23.590266', '09:44:23.753571', '09:44:23.917407', '09:44:24.080437']"
2025-08-10,09:44:37.947098,09:44:39.990506,000799EB9B,L1,go,2,7KHZ.npz,hit,"['09:44:38.525422', '09:44:38.690264', '09:44:38.853177', '09:44:39.016214', '09:44:39.179139', '09:44:39.342647']"
2025-08-10,09:45:25.755875,09:45:29.433138,00082ECFD2,L1,no-go,3,14KHZ.npz,cr,[]
2025-08-10,09:57:32.088428,09:57:35.673087,00082ED4D6,L1,go,2,7KHZ.npz,miss,"['09:57:32.832409', '09:57:33.557473']"
2025-08-10,09:59:00.053528,09:59:03.709845,00082ECFD2,L1,go,2,7KHZ.npz,miss,['09:59:02.717178']
2025-08-10,09:59:57.670091,10:00:01.261406,00082ECFD2,L1,go,2,7KHZ.npz,miss,"['09:59:58.405712', '09:59:58.569954', '09:59:58.735130', '09:59:59.059078', '09:59:59.382382']"
2025-08-10,10:00:42.511525,10:00:46.111119,00082ECFD2,L1,no-go,3,14KHZ.npz,cr,"['10:00:42.944006', '10:00:43.348224']"
2025-08-10,10:07:29.978957,10:07:33.600839,00082ED4D6,L1,go,2,7KHZ.npz,miss,['10:07:30.649886']
2025-08-10,10:15:42.140068,10:15:45.808132,00082ED4D6,L1,no-go,3,14KHZ.npz,cr,[]
2025-08-10,10:17:33.105500,10:17:36.682951,00082ECFD2,L1,go,2,7KHZ.npz,miss,[]
2025-08-10,10:18:23.395425,10:18:27.090107,00082ECFD2,L1,no-go,3,14KHZ.npz,cr,"['10:18:23.428460', '10:18:23.672781', '10:18:23.837228', '10:18:24.000602']"
